id,user_name,gender,frame_id,frame_timestamp,hand_id,hand_is_right,hand_palm_pos_x,hand_palm_pos_y,hand_palm_pos_z,hand_pitch,hand_roll,hand_yaw,arm_dir_x,arm_dir_y,arm_dir_z,wrist_pos_x,wrist_pos_y,wrist_pos_z,elbow_pos_x,elbow_pos_y,elbow_pos_z,thumb_id,thumb_len,thumb_wid,thumb_met_st_pos_x,thumb_met_st_pos_y,thumb_met_st_pos_z,thumb_met_ed_pos_x,thumb_met_ed_pos_y,thumb_met_ed_pos_z,thumb_met_dir_x,thumb_met_dir_y,thumb_met_dir_z,thumb_pro_st_pos_x,thumb_pro_st_pos_y,thumb_pro_st_pos_z,thumb_pro_ed_pos_x,thumb_pro_ed_pos_y,thumb_pro_ed_pos_z,thumb_pro_dir_x,thumb_pro_dir_y,thumb_pro_dir_z,thumb_mid_st_pos_x,thumb_mid_st_pos_y,thumb_mid_st_pos_z,thumb_mid_ed_pos_x,thumb_mid_ed_pos_y,thumb_mid_ed_pos_z,thumb_mid_dir_x,thumb_mid_dir_y,thumb_mid_dir_z,thumb_dis_st_pos_x,thumb_dis_st_pos_y,thumb_dis_st_pos_z,thumb_dis_ed_pos_x,thumb_dis_ed_pos_y,thumb_dis_ed_pos_z,thumb_dis_dir_x,thumb_dis_dir_y,thumb_dis_dir_z,index_id,index_len,index_wid,index_met_st_pos_x,index_met_st_pos_y,index_met_st_pos_z,index_met_ed_pos_x,index_met_ed_pos_y,index_met_ed_pos_z,index_met_dir_x,index_met_dir_y,index_met_dir_z,index_pro_st_pos_x,index_pro_st_pos_y,index_pro_st_pos_z,index_pro_ed_pos_x,index_pro_ed_pos_y,index_pro_ed_pos_z,index_pro_dir_x,index_pro_dir_y,index_pro_dir_z,index_mid_st_pos_x,index_mid_st_pos_y,index_mid_st_pos_z,index_mid_ed_pos_x,index_mid_ed_pos_y,index_mid_ed_pos_z,index_mid_dir_x,index_mid_dir_y,index_mid_dir_z,index_dis_st_pos_x,index_dis_st_pos_y,index_dis_st_pos_z,index_dis_ed_pos_x,index_dis_ed_pos_y,index_dis_ed_pos_z,index_dis_dir_x,index_dis_dir_y,index_dis_dir_z,middle_id,middle_len,middle_wid,middle_met_st_pos_x,middle_met_st_pos_y,middle_met_st_pos_z,middle_met_ed_pos_x,middle_met_ed_pos_y,middle_met_ed_pos_z,middle_met_dir_x,middle_met_dir_y,middle_met_dir_z,middle_pro_st_pos_x,middle_pro_st_pos_y,middle_pro_st_pos_z,middle_pro_ed_pos_x,middle_pro_ed_pos_y,middle_pro_ed_pos_z,middle_pro_dir_x,middle_pro_dir_y,middle_pro_dir_z,middle_mid_st_pos_x,middle_mid_st_pos_y,middle_mid_st_pos_z,middle_mid_ed_pos_x,middle_mid_ed_pos_y,middle_mid_ed_pos_z,middle_mid_dir_x,middle_mid_dir_y,middle_mid_dir_z,middle_dis_st_pos_x,middle_dis_st_pos_y,middle_dis_st_pos_z,middle_dis_ed_pos_x,middle_dis_ed_pos_y,middle_dis_ed_pos_z,middle_dis_dir_x,middle_dis_dir_y,middle_dis_dir_z,ring_id,ring_len,ring_wid,ring_met_st_pos_x,ring_met_st_pos_y,ring_met_st_pos_z,ring_met_ed_pos_x,ring_met_ed_pos_y,ring_met_ed_pos_z,ring_met_dir_x,ring_met_dir_y,ring_met_dir_z,ring_pro_st_pos_x,ring_pro_st_pos_y,ring_pro_st_pos_z,ring_pro_ed_pos_x,ring_pro_ed_pos_y,ring_pro_ed_pos_z,ring_pro_dir_x,ring_pro_dir_y,ring_pro_dir_z,ring_mid_st_pos_x,ring_mid_st_pos_y,ring_mid_st_pos_z,ring_mid_ed_pos_x,ring_mid_ed_pos_y,ring_mid_ed_pos_z,ring_mid_dir_x,ring_mid_dir_y,ring_mid_dir_z,ring_dis_st_pos_x,ring_dis_st_pos_y,ring_dis_st_pos_z,ring_dis_ed_pos_x,ring_dis_ed_pos_y,ring_dis_ed_pos_z,ring_dis_dir_x,ring_dis_dir_y,ring_dis_dir_z,pinky_id,pinky_len,pinky_wid,pinky_met_st_pos_x,pinky_met_st_pos_y,pinky_met_st_pos_z,pinky_met_ed_pos_x,pinky_met_ed_pos_y,pinky_met_ed_pos_z,pinky_met_dir_x,pinky_met_dir_y,pinky_met_dir_z,pinky_pro_st_pos_x,pinky_pro_st_pos_y,pinky_pro_st_pos_z,pinky_pro_ed_pos_x,pinky_pro_ed_pos_y,pinky_pro_ed_pos_z,pinky_pro_dir_x,pinky_pro_dir_y,pinky_pro_dir_z,pinky_mid_st_pos_x,pinky_mid_st_pos_y,pinky_mid_st_pos_z,pinky_mid_ed_pos_x,pinky_mid_ed_pos_y,pinky_mid_ed_pos_z,pinky_mid_dir_x,pinky_mid_dir_y,pinky_mid_dir_z,pinky_dis_st_pos_x,pinky_dis_st_pos_y,pinky_dis_st_pos_z,pinky_dis_ed_pos_x,pinky_dis_ed_pos_y,pinky_dis_ed_pos_z,pinky_dis_dir_x,pinky_dis_dir_y,pinky_dis_dir_z
0,,m,1348,65567048423,4,1,4.40132,149.106,-18.6774,7.4343,-5.85068,-26.9545,-0.699066,0.60104,-0.387371,45.3754,139.335,35.6049,217.729,-8.85064,131.11,45.7806,17.2823,51.7883,11.3027,138.203,33.6893,11.3027,138.203,33.6893,0,0,0,11.3027,138.203,33.6893,-32.6572,138.391,26.2952,0.986139,-0.00420853,0.165868,-32.6572,138.391,26.2952,-62.1529,138.188,20.7229,0.982596,0.00675606,0.185634,-62.1529,138.188,20.7229,-75.8,135.493,13.3099,0.865795,0.170958,0.47029,51.7883,16.5081,59.3253,15.2272,157.485,25.9281,-25.171,155.781,-27.7246,0.601319,0.0253599,0.798607,-25.171,155.781,-27.7246,-50.1332,162.477,-55.6351,0.656229,-0.176033,0.733741,-50.1332,162.477,-55.6351,-64.1075,157.929,-70.9568,0.65823,0.214224,0.721694,-64.1075,157.929,-70.9568,-69.5801,149.573,-76.7326,0.474282,0.724223,0.500557,59.3253,16.2131,56.9333,23.4084,158.553,18.2447,-7.5764,156.559,-37.3889,0.486331,0.0312951,0.873214,-7.5764,156.559,-37.3889,-24.0851,167.073,-75.5178,0.385185,-0.245315,0.889637,-24.0851,167.073,-75.5178,-35.4075,166.915,-97.9856,0.45002,0.0062879,0.892996,-35.4075,166.915,-97.9856,-41.6273,161.126,-107.472,0.48837,0.454572,0.744888,56.9333,15.4278,44.7994,32.1346,155.557,12.2038,12.1507,153.246,-41.3441,0.349357,0.0404005,0.936118,12.1507,153.246,-41.3441,6.67551,163.189,-79.3317,0.138097,-0.250806,0.958136,6.67551,163.189,-79.3317,1.35843,163.758,-103.178,0.217573,-0.0232689,0.975767,1.35843,163.758,-103.178,-2.76551,158.929,-114.143,0.325451,0.381058,0.865377,44.7994,13.7042,11.3027,41.5512,147.197,8.91295,30.2762,146.756,-42.8222,0.212931,0.00833204,0.977032,30.2762,146.756,-42.8222,37.1048,152.496,-73.0654,-0.216564,-0.182037,0.959147,37.1048,152.496,-73.0654,38.6591,151.704,-90.2505,-0.089981,0.0458628,0.994887,38.6591,151.704,-90.2505,36.9771,146.668,-100.744,0.14302,0.428244,0.892274,
0,,m,1328,65566566554,4,1,-0.0457987,146.959,-19.4112,7.15807,-5.73342,-26.8774,-0.70792,0.595499,-0.379776,40.9428,137.496,34.8189,215.308,-9.1797,128.36,45.9704,17.2641,52.1065,6.51123,136.27,32.9838,6.51123,136.27,32.9838,0,0,0,6.51123,136.27,32.9838,-37.4504,136.932,25.299,0.984954,-0.0148239,0.172178,-37.4504,136.932,25.299,-67.1507,137.488,20.2452,0.985662,-0.0184656,0.167721,-67.1507,137.488,20.2452,-81.7645,135.236,14.5698,0.922705,0.142164,0.358335,52.1065,16.4906,59.7112,10.6167,155.519,25.1513,-29.6661,153.537,-28.4958,0.600191,0.0295295,0.799311,-29.6661,153.537,-28.4958,-54.8877,159.534,-56.6101,0.659514,-0.156817,0.735153,-54.8877,159.534,-56.6101,-69.1224,155.74,-72.0993,0.665919,0.177481,0.724605,-69.1224,155.74,-72.0993,-75.477,148.645,-78.736,0.547386,0.611183,0.571686,59.7112,16.196,57.3123,18.813,156.495,17.4451,-12.0623,154.233,-38.1672,0.485092,0.0355259,0.873741,-12.0623,154.233,-38.1672,-28.8151,163.74,-76.7139,0.388772,-0.220624,0.894528,-28.8151,163.74,-76.7139,-40.1495,163.653,-99.3659,0.447475,0.00344458,0.89429,-40.1495,163.653,-99.3659,-46.4529,158.918,-109.495,0.491077,0.368923,0.789139,57.3123,15.4115,44.9892,27.5764,153.533,11.3879,7.68883,150.983,-42.1248,0.348016,0.044606,0.936427,7.68883,150.983,-42.1248,1.99341,159.771,-80.5882,0.142874,-0.220433,0.964882,1.99341,159.771,-80.5882,-3.33769,160.153,-104.617,0.216572,-0.0155409,0.976143,-3.33769,160.153,-104.617,-7.34562,156.065,-116.026,0.313983,0.320236,0.893792,44.9892,13.6897,6.51123,37.098,145.322,8.14171,25.9048,144.664,-43.5555,0.211596,0.0124308,0.977278,25.9048,144.664,-43.5555,32.5306,149.35,-74.1219,-0.20951,-0.14817,0.966515,32.5306,149.35,-74.1219,34.1866,148.404,-91.3849,-0.0953461,0.054465,0.993953,34.1866,148.404,-91.3849,32.978,143.945,-102.252,0.102347,0.37762,0.920287,
0,,m,1333,65566690691,4,1,0.239278,147.016,-18.9118,6.96927,-5.67566,-27.0613,-0.710676,0.591191,-0.381357,41.4251,137.786,35.2397,216.509,-7.86095,129.192,45.9892,17.2497,52.1666,6.96572,136.469,33.4896,6.96572,136.469,33.4896,0,0,0,6.96572,136.469,33.4896,-37.0698,136.815,26.1253,0.986273,-0.00775577,0.164939,-37.0698,136.815,26.1253,-66.755,136.876,20.8813,0.984751,-0.00202777,0.173959,-66.755,136.876,20.8813,-81.3461,134.89,15.0335,0.920905,0.125345,0.369083,52.1666,16.4769,59.7629,11.0285,155.719,25.5979,-29.4342,153.533,-27.9248,0.602734,0.032566,0.797277,-29.4342,153.533,-27.9248,-54.6244,159.858,-56.0495,0.658008,-0.165224,0.734661,-54.6244,159.858,-56.0495,-68.8714,156.353,-71.6316,0.665672,0.163746,0.728057,-68.8714,156.353,-71.6316,-75.2404,149.33,-78.355,0.547974,0.604245,0.578457,59.7629,16.1825,57.35,19.2065,156.683,17.8609,-11.8527,154.223,-37.6571,0.487869,0.0386373,0.872061,-11.8527,154.223,-37.6571,-28.6698,163.997,-76.1483,0.389947,-0.226625,0.892515,-28.6698,163.997,-76.1483,-40.0101,163.969,-98.8225,0.447316,0.00107676,0.894376,-40.0101,163.969,-98.8225,-46.2704,159.111,-108.935,0.487272,0.378159,0.787123,57.35,15.3987,44.9923,27.9584,153.714,11.7826,7.89649,150.985,-41.6701,0.350986,0.0477315,0.935163,7.89649,150.985,-41.6701,2.18707,160.114,-80.0786,0.143132,-0.228855,0.96288,2.18707,160.114,-80.0786,-3.14789,160.61,-104.122,0.21658,-0.0201321,0.976057,-3.14789,160.61,-104.122,-7.15601,156.435,-115.508,0.313806,0.326926,0.891429,44.9923,13.6783,6.96572,37.4784,145.494,8.53993,26.1164,144.674,-43.1304,0.214738,0.0155085,0.976549,26.1164,144.674,-43.1304,32.7716,149.691,-73.6426,-0.210407,-0.158627,0.964659,32.7716,149.691,-73.6426,34.4057,148.842,-90.9131,-0.0940872,0.0488817,0.994363,34.4057,148.842,-90.9131,33.1193,144.323,-101.747,0.108936,0.382634,0.917455,
0,,m,1338,65566813973,4,1,1.23538,147.482,-18.8698,7.12459,-5.83944,-27.0065,-0.719608,0.572852,-0.392435,42.4348,138.309,35.3836,219.762,-2.85368,132.088,45.9151,17.2437,52.0044,7.97866,136.845,33.6316,7.97866,136.845,33.6316,0,0,0,7.97866,136.845,33.6316,-36.0302,136.764,26.2435,0.986198,0.00181807,0.16556,-36.0302,136.764,26.2435,-65.6044,136.378,20.6523,0.982513,0.0127999,0.185753,-65.6044,136.378,20.6523,-79.822,134.15,14.095,0.899019,0.140873,0.414633,52.0044,16.4712,59.5741,12.0537,156.092,25.6575,-28.3856,154.092,-27.9111,0.602237,0.0297824,0.797761,-28.3856,154.092,-27.9111,-53.3833,160.709,-56.0063,0.654667,-0.173284,0.735788,-53.3833,160.709,-56.0063,-67.5033,156.618,-71.4597,0.662014,0.191808,0.724532,-67.5033,156.618,-71.4597,-73.5587,149.037,-77.7876,0.522753,0.654451,0.546281,59.5741,16.1769,57.188,20.2347,157.081,17.9392,-10.7982,154.783,-37.6185,0.487335,0.0360899,0.872469,-10.7982,154.783,-37.6185,-27.3425,165.055,-75.9723,0.384621,-0.238818,0.891646,-27.3425,165.055,-75.9723,-38.6557,164.768,-98.5658,0.447705,0.0113698,0.894109,-38.6557,164.768,-98.5658,-44.8673,159.331,-108.345,0.485377,0.42485,0.764141,57.188,15.3933,44.9233,28.9704,154.083,11.8742,8.93527,151.482,-41.61,0.350432,0.0454995,0.935483,8.93527,151.482,-41.61,3.50206,161.025,-79.8596,0.136531,-0.239794,0.961175,3.50206,161.025,-79.8596,-1.77541,161.318,-103.841,0.214905,-0.0119319,0.976562,-1.77541,161.318,-103.841,-5.82428,156.538,-114.927,0.317974,0.375353,0.870634,44.9233,13.6736,7.97866,38.44,145.802,8.61724,27.111,145.082,-43.0753,0.214061,0.0136182,0.976725,27.111,145.082,-43.0753,34.0161,150.266,-73.4678,-0.218548,-0.164075,0.961934,34.0161,150.266,-73.4678,35.572,149.112,-90.6939,-0.0897587,0.0665232,0.993739,35.572,149.112,-90.6939,34.0196,144.076,-101.241,0.131663,0.427163,0.894537,
0,,m,1343,65566933366,4,1,3.14819,147.808,-18.7639,7.90694,-5.84204,-26.8677,-0.712245,0.58246,-0.391724,44.1144,137.839,35.5447,219.671,-5.72777,132.098,45.8883,17.2763,51.947,9.83831,136.454,33.4733,9.83831,136.454,33.4733,0,0,0,9.83831,136.454,33.4733,-34.1688,137.418,26.193,0.98636,-0.0216127,0.163179,-34.1688,137.418,26.193,-63.8042,137.916,21.0473,0.985123,-0.0165568,0.171048,-63.8042,137.916,21.0473,-77.9762,135.58,14.4515,0.896657,0.147826,0.417318,51.947,16.5023,59.5065,13.8443,155.828,25.9337,-26.4371,154.574,-27.7972,0.599735,0.0186721,0.79998,-26.4371,154.574,-27.7972,-51.6566,161.074,-55.6656,0.661175,-0.170405,0.730623,-51.6566,161.074,-55.6656,-65.7311,156.971,-71.1207,0.66071,0.192579,0.725518,-65.7311,156.971,-71.1207,-71.4937,149.128,-77.3824,0.497933,0.677734,0.541053,59.5065,16.2074,57.1637,22.0453,156.897,18.2643,-8.82118,155.37,-37.4308,0.4846,0.0239736,0.874407,-8.82118,155.37,-37.4308,-25.3844,165.674,-75.7225,0.385423,-0.239787,0.891039,-25.3844,165.674,-75.7225,-36.6696,165.602,-98.2983,0.447125,0.00288498,0.894467,-36.6696,165.602,-98.2983,-42.8855,160.186,-108.064,0.486379,0.423781,0.764098,57.1637,15.4224,44.9691,30.7934,153.959,12.1865,10.9208,152.098,-41.4044,0.347501,0.0325427,0.937115,10.9208,152.098,-41.4044,5.575,161.688,-79.6422,0.134375,-0.241065,0.961161,5.575,161.688,-79.6422,0.417013,162.194,-103.634,0.210141,-0.0206216,0.977454,0.417013,162.194,-103.634,-3.57751,157.535,-114.784,0.313864,0.36608,0.876056,44.9691,13.6994,9.83831,40.2774,145.716,8.83299,29.1078,145.709,-42.9128,0.210997,0.000124232,0.977487,29.1078,145.709,-42.9128,36.0808,151.151,-73.2715,-0.220516,-0.172113,0.960078,36.0808,151.151,-73.2715,37.8066,150.308,-90.5203,-0.0994432,0.0485763,0.993857,37.8066,150.308,-90.5203,36.4465,145.526,-101.225,0.115239,0.40518,0.906945,
id,user_name,gender,frame_id,frame_timestamp,hand_id,hand_is_right,hand_palm_pos_x,hand_palm_pos_y,hand_palm_pos_z,hand_pitch,hand_roll,hand_yaw,arm_dir_x,arm_dir_y,arm_dir_z,wrist_pos_x,wrist_pos_y,wrist_pos_z,elbow_pos_x,elbow_pos_y,elbow_pos_z,thumb_id,thumb_len,thumb_wid,thumb_met_st_pos_x,thumb_met_st_pos_y,thumb_met_st_pos_z,thumb_met_ed_pos_x,thumb_met_ed_pos_y,thumb_met_ed_pos_z,thumb_met_dir_x,thumb_met_dir_y,thumb_met_dir_z,thumb_pro_st_pos_x,thumb_pro_st_pos_y,thumb_pro_st_pos_z,thumb_pro_ed_pos_x,thumb_pro_ed_pos_y,thumb_pro_ed_pos_z,thumb_pro_dir_x,thumb_pro_dir_y,thumb_pro_dir_z,thumb_mid_st_pos_x,thumb_mid_st_pos_y,thumb_mid_st_pos_z,thumb_mid_ed_pos_x,thumb_mid_ed_pos_y,thumb_mid_ed_pos_z,thumb_mid_dir_x,thumb_mid_dir_y,thumb_mid_dir_z,thumb_dis_st_pos_x,thumb_dis_st_pos_y,thumb_dis_st_pos_z,thumb_dis_ed_pos_x,thumb_dis_ed_pos_y,thumb_dis_ed_pos_z,thumb_dis_dir_x,thumb_dis_dir_y,thumb_dis_dir_z,index_id,index_len,index_wid,index_met_st_pos_x,index_met_st_pos_y,index_met_st_pos_z,index_met_ed_pos_x,index_met_ed_pos_y,index_met_ed_pos_z,index_met_dir_x,index_met_dir_y,index_met_dir_z,index_pro_st_pos_x,index_pro_st_pos_y,index_pro_st_pos_z,index_pro_ed_pos_x,index_pro_ed_pos_y,index_pro_ed_pos_z,index_pro_dir_x,index_pro_dir_y,index_pro_dir_z,index_mid_st_pos_x,index_mid_st_pos_y,index_mid_st_pos_z,index_mid_ed_pos_x,index_mid_ed_pos_y,index_mid_ed_pos_z,index_mid_dir_x,index_mid_dir_y,index_mid_dir_z,index_dis_st_pos_x,index_dis_st_pos_y,index_dis_st_pos_z,index_dis_ed_pos_x,index_dis_ed_pos_y,index_dis_ed_pos_z,index_dis_dir_x,index_dis_dir_y,index_dis_dir_z,middle_id,middle_len,middle_wid,middle_met_st_pos_x,middle_met_st_pos_y,middle_met_st_pos_z,middle_met_ed_pos_x,middle_met_ed_pos_y,middle_met_ed_pos_z,middle_met_dir_x,middle_met_dir_y,middle_met_dir_z,middle_pro_st_pos_x,middle_pro_st_pos_y,middle_pro_st_pos_z,middle_pro_ed_pos_x,middle_pro_ed_pos_y,middle_pro_ed_pos_z,middle_pro_dir_x,middle_pro_dir_y,middle_pro_dir_z,middle_mid_st_pos_x,middle_mid_st_pos_y,middle_mid_st_pos_z,middle_mid_ed_pos_x,middle_mid_ed_pos_y,middle_mid_ed_pos_z,middle_mid_dir_x,middle_mid_dir_y,middle_mid_dir_z,middle_dis_st_pos_x,middle_dis_st_pos_y,middle_dis_st_pos_z,middle_dis_ed_pos_x,middle_dis_ed_pos_y,middle_dis_ed_pos_z,middle_dis_dir_x,middle_dis_dir_y,middle_dis_dir_z,ring_id,ring_len,ring_wid,ring_met_st_pos_x,ring_met_st_pos_y,ring_met_st_pos_z,ring_met_ed_pos_x,ring_met_ed_pos_y,ring_met_ed_pos_z,ring_met_dir_x,ring_met_dir_y,ring_met_dir_z,ring_pro_st_pos_x,ring_pro_st_pos_y,ring_pro_st_pos_z,ring_pro_ed_pos_x,ring_pro_ed_pos_y,ring_pro_ed_pos_z,ring_pro_dir_x,ring_pro_dir_y,ring_pro_dir_z,ring_mid_st_pos_x,ring_mid_st_pos_y,ring_mid_st_pos_z,ring_mid_ed_pos_x,ring_mid_ed_pos_y,ring_mid_ed_pos_z,ring_mid_dir_x,ring_mid_dir_y,ring_mid_dir_z,ring_dis_st_pos_x,ring_dis_st_pos_y,ring_dis_st_pos_z,ring_dis_ed_pos_x,ring_dis_ed_pos_y,ring_dis_ed_pos_z,ring_dis_dir_x,ring_dis_dir_y,ring_dis_dir_z,pinky_id,pinky_len,pinky_wid,pinky_met_st_pos_x,pinky_met_st_pos_y,pinky_met_st_pos_z,pinky_met_ed_pos_x,pinky_met_ed_pos_y,pinky_met_ed_pos_z,pinky_met_dir_x,pinky_met_dir_y,pinky_met_dir_z,pinky_pro_st_pos_x,pinky_pro_st_pos_y,pinky_pro_st_pos_z,pinky_pro_ed_pos_x,pinky_pro_ed_pos_y,pinky_pro_ed_pos_z,pinky_pro_dir_x,pinky_pro_dir_y,pinky_pro_dir_z,pinky_mid_st_pos_x,pinky_mid_st_pos_y,pinky_mid_st_pos_z,pinky_mid_ed_pos_x,pinky_mid_ed_pos_y,pinky_mid_ed_pos_z,pinky_mid_dir_x,pinky_mid_dir_y,pinky_mid_dir_z,pinky_dis_st_pos_x,pinky_dis_st_pos_y,pinky_dis_st_pos_z,pinky_dis_ed_pos_x,pinky_dis_ed_pos_y,pinky_dis_ed_pos_z,pinky_dis_dir_x,pinky_dis_dir_y,pinky_dis_dir_z
